community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
Raymond/Magrath,AB,,,49.4635,-112.6622,682,2011,1346.6
Westman,MB,,,49.875,-100.33333,682,2011,1346.6
Colchester County,NS,50585,Census division,45.4255,-63.3275,683,2008,1357.159959
Kindersley,SK,4571,Census subdivision,51.4675,-109.1547,683,2011,1346.6
Maskinonge Region,QC,2319,Census subdivision,46.316667,-72.93333,683,2015,1113.9
Guelph,ON,131794,Census subdivision,43.5448,-80.2482,684,2014,1088.4
Sherbrooke,QC,161323,,45.401,-71.8824,684,2013,1200.9
East Algoma (Blind River/Thessalon),ON,4758,Census subdivision,48,-84.5,685,2014,1088.4
James Bay (Hearst),ON,5070,Census subdivision,49.688,-83.667,685,2012,1310.8
Kimberley,BC,7425,Census subdivision,49.6652,-115.9967,685,2015,1113.9
London,ON,383822,Census subdivision,42.9849,-81.2453,685,2014,1088.4
Martensville,SK,9645,Census subdivision,52.2931,-106.6578,685,2014,1088.4
Oceanside,BC,,,49.328,-124.397,685,2010,1493.7
Calgary,AB,1239220,Census subdivision,51.0486,-114.0708,686,2014,1088.4
Fernie,BC,5249,Census subdivision,49.504,-115.0631,686,2014,1088.4
Fjord-du-Saguenay Region,QC,161635,Census division,48.45,-70.9,686,2014,1088.4
Sooke,BC,13001,Census subdivision,48.374,-123.7356,686,2015,1113.9
Coaticook Region,QC,18497,Census division,45.1337,-71.8039,687,2010,1493.7
Leeds County (Brockville),ON,21346,Census subdivision,44.5895,-75.6843,687,2009,1450
Matapedia Region,QC,17925,Census division,48.3,-67.56667,687,2014,1088.4
Montague,PEI,1961,Census subdivision,46.1651,-62.648,687,2008,1357.159959
Prince Edward,ON,,,44.0003,-77.2505,687,2014,1088.4
Stratford,ON,31465,Census subdivision,43.37,-80.9822,687,2009,1450
Kindersley,SK,4571,Census subdivision,51.4675,-109.1547,688,2008,1357.159959
La Ronge,SK,2688,Census subdivision,47.1031,-70.35,688,2010,1493.7
Saltspring Island,BC,10557,Census subdivision,48.8167,-123.5089,688,2008,1357.159959
Alberton,PEI,1145,Census subdivision,46.8131,-64.0648,689,2015,1113.9
Amherstburg,ON,21936,Census subdivision,42.1014,-83.1087,689,2009,1450
Coaldale,AB,8215,Census subdivision,49.7275,-112.6179,689,2014,1088.4
Colchester County,NS,50585,Census division,45.4255,-63.3275,689,2009,1450
Lotbiniere Region,QC,31741,Census division,46.6166,-71.9307,689,2014,1088.4
Iles-de-la-Madeleine,QC,12475,Census division,47.3877,-61.9012,690,2012,1310.8
Peterborough County (Cavan-Millbrook-North Monaghan),ON,138236,Census division,44.2087,-78.4525,690,2008,1357.159959
Portneuf Region,QC,53008,Census division,46.6985,-71.891,690,2013,1200.9
Val-Saint-Francois Region,QC,30686,Census division,45.5258,-72.125,690,2013,1200.9
Okotoks,AB,28881,Census subdivision,50.7255,-113.9749,691,2008,1357.159959
Riviere-du-Nord Region,QC,112156,Federal electoral district,45.816667,-74.01667,691,2012,1310.8
La Ronge,SK,2688,Census subdivision,47.1031,-70.35,692,2012,1310.8
Lake Country,BC,12922,Census subdivision,48.9953,-123.8161,692,2012,1310.8
Mitis Region,QC,18210,Census subdivision,48.6536,-68.1375,692,2009,1450
Canmore,AB,13992,Census subdivision,51.0892,-115.3597,693,2015,1113.9
Cochrane,AB,65589,Census subdivision,51.191,-114.4679,693,2014,1088.4
Jardins de Napierville Region,QC,27870,Census division,45.1287,-73.5596,693,2008,1357.159959
Sidney,BC,11672,Census subdivision,48.6502,-123.399,693,2012,1310.8
Bouctouche,NB,2361,Census subdivision,46.4723,-64.7243,694,2014,1088.4
Okotoks,AB,28881,Census subdivision,50.7255,-113.9749,694,2014,1088.4
Peachland,BC,5428,Census subdivision,49.7703,-119.7408,694,2013,1200.9
Richmond,BC,3232,Census subdivision,49.1666,-123.1336,694,2008,1357.159959
University,BC,,,45.8267,-77.1109,694,2015,1113.9
Grenville County (North Grenville),ON,16451,Census subdivision,44.9552,-75.6282,695,2010,1493.7
Oakbank,MB,,,49.9391,-96.8426,695,2011,1346.6
Bromont,QC,9041,Census subdivision,45.2852,-72.6872,696,2008,1357.159959
Clarenville-Bonavista District,NL,9739,Census subdivision,48.1464,-53.9628,696,2013,1200.9
Essex County (Leamington),ON,27595,Census subdivision,42.0532,-82.5999,696,2014,1088.4
Matapedia Region,QC,17925,Census division,48.3,-67.56667,696,2010,1493.7
Saugeen Shores,ON,13715,Census subdivision,44.4225,-81.4035,696,2012,1310.8
Sunshine Coast,BC,25599,Census subdivision,49.7604,-123.7644,696,2013,1200.9
Blue Hills,MB,,,49.7538,-99.871,697,2010,1493.7
Esterhazy,SK,2502,Census subdivision,50.6569,-102.0758,697,2013,1200.9
Lacombe,AB,13057,Census subdivision,48.474,-71.7488,697,2011,1346.6
Northumberland (Trent Hills),ON,12900,Census subdivision,44.3082,-77.7963,697,2008,1357.159959
Port Coquitlam,BC,123576,Federal electoral district,49.2628,-122.7811,697,2011,1346.6
Saugeen Shores,ON,13715,Census subdivision,44.4225,-81.4035,697,2011,1346.6
Spirit River,AB,995,Census subdivision,55.7803,-118.8421,697,2015,1113.9
Bracebridge/Bala,ON,,,45.039,-79.3079,698,2010,1493.7
Cornwall PEI,PEI,5348,Census subdivision,46.2295,-63.217,698,2015,1113.9
Guysborough County,NS,7625,Census division,44.878,-59.8066,698,2015,1113.9
Mississippi Mills,ON,13163,,45.2314,-76.1938,698,2008,1357.159959
Meteghan (Clare),NS,8018,Census subdivision,44.1875,-66.1623,699,2008,1357.159959
La Ronge,SK,2688,Census subdivision,47.1031,-70.35,700,2014,1088.4
Outlook,SK,2279,,51.4874,-107.0578,700,2013,1200.9
St. Albert,AB,65589,Census subdivision,53.6305,-113.6256,700,2011,1346.6
Headingley,MB,3579,Census subdivision,49.887,-97.3772,701,2008,1357.159959
Middlesex (Strathroy),ON,20867,Census subdivision,42.9554,-81.6232,701,2012,1310.8
Mirabel,QC,50513,Census subdivision,45.6519,-74.0902,701,2013,1200.9
Oakbank,MB,,,49.9391,-96.8426,701,2008,1357.159959
Riviere-du-Nord Region,QC,112156,Federal electoral district,45.816667,-74.01667,701,2008,1357.159959
Sunshine Coast,BC,25599,Census subdivision,49.7604,-123.7644,701,2014,1088.4
Carnduff,SK,1099,Census subdivision,49.1739,-101.7958,702,2011,1346.6
Iles-de-la-Madeleine,QC,12475,Census division,47.3877,-61.9012,702,2011,1346.6
Rainy River District (Emo/Rainy River),ON,20110,Census division,48.8499,-92.637,702,2012,1310.8
Beauce-Sartigan Region,QC,52406,Census division,46.0551,-70.2328,703,2014,1088.4
Humboldt,SK,5869,Census subdivision,52.202,-105.1229,704,2009,1450
Middlesex (Strathroy),ON,20867,Census subdivision,42.9554,-81.6232,704,2011,1346.6
Nicolet-Yamaska Region,QC,23159,Census division,46.1511,-72.6121,704,2011,1346.6
Coldstream,BC,10648,Census subdivision,50.2241,-119.1683,705,2009,1450
Fjord-du-Saguenay Region,QC,161635,Census division,48.45,-70.9,705,2008,1357.159959
Mount Forest (Southgate),ON,7354,Census subdivision,43.9811,-80.7359,705,2008,1357.159959
Northumberland (Trent Hills),ON,12900,Census subdivision,44.3082,-77.7963,705,2010,1493.7
Barrie,ON,141434,Census subdivision,44.3894,-79.6903,706,2011,1346.6
Essex,ON,20427,Census subdivision,42.1727,-82.8189,706,2008,1357.159959
Haut-Richelieu Region,QC,117443,Census division,45.2261,-73.1815,706,2009,1450
Lanark County (Lanark Highlands),ON,5338,Census subdivision,45.0614,-76.4837,706,2012,1310.8
Manitou,MB,840,Designated place,49.2404,-98.5385,706,2014,1088.4
Orangeville,ON,28900,Census subdivision,43.92,-80.0943,706,2014,1088.4
Bancroft,ON,3881,Census subdivision,45.0559,-77.8549,707,2013,1200.9
Guysborough County,NS,7625,Census division,44.878,-59.8066,707,2014,1088.4
Maria-Chapdelaine Region,QC,24793,Census division,49.614,-72.0911,707,2014,1088.4
Maskinonge Region,QC,2319,Census subdivision,46.316667,-72.93333,707,2008,1357.159959
Mississippi Mills,ON,13163,,45.2314,-76.1938,707,2009,1450
Napanee (Stone Mills),ON,7702,Census subdivision,44.4402,-76.9746,707,2011,1346.6
Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio),ON,66300,Census subdivision,44.133333,-79.93333,707,2014,1088.4
Sturgeon Falls,ON,,,46.3666,-79.9313,707,2012,1310.8
Colchester County,NS,50585,Census division,45.4255,-63.3275,708,2011,1346.6
Huronia West/Springwater,ON,19059,Census division,44.513,-79.8745,708,2010,1493.7
Rimouski-Neigette Region,QC,56650,Census division,48.4071,-68.59,708,2015,1113.9
Blainville,QC,56863,Census subdivision,45.6689,-73.8729,709,2008,1357.159959
Cote-de-Gaspe Region,QC,17117,Census division,48.9742,-64.5193,709,2010,1493.7
Grey County (Chatsworth),ON,6630,Census subdivision,44.4562,-80.8975,709,2009,1450
Blainville,QC,56863,Census subdivision,45.6689,-73.8729,710,2011,1346.6
Colchester County,NS,50585,Census division,45.4255,-63.3275,710,2012,1310.8
Granby,QC,66222,Census subdivision,45.4032,-72.7341,710,2015,1113.9
Lacombe,AB,13057,Census subdivision,48.474,-71.7488,710,2009,1450
Raymond/Magrath,AB,,,49.4635,-112.6622,710,2012,1310.8
West Grey,ON,12518,Census subdivision,44.2214,-80.8544,710,2014,1088.4
St. Thomas,ON,38909,Census subdivision,42.7777,-81.1827,712,2010,1493.7
Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,712,2010,1493.7
University,BC,,,45.8267,-77.1109,712,2011,1346.6
Meteghan (Clare),NS,8018,Census subdivision,44.1875,-66.1623,713,2011,1346.6
Nouvelle-Beauce Region,QC,1659,Census subdivision,46.5222,-71.0094,713,2012,1310.8
Parksville,BC,12514,,49.3193,-124.3136,713,2010,1493.7
Barrie,ON,141434,Census subdivision,44.3894,-79.6903,714,2012,1310.8
Brome-Missisquoi Region,QC,58314,Census division,45.1232,-72.7611,714,2012,1310.8
Rimouski-Neigette Region,QC,56650,Census division,48.4071,-68.59,714,2013,1200.9
Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,714,2009,1450
Clarenville-Bonavista District,NL,9739,Census subdivision,48.1464,-53.9628,715,2009,1450
Cochrane,AB,65589,Census subdivision,51.191,-114.4679,715,2015,1113.9
Nicolet-Yamaska Region,QC,23159,Census division,46.1511,-72.6121,715,2015,1113.9
Parksville,BC,12514,,49.3193,-124.3136,715,2015,1113.9
Perth County (St. Marys),ON,7265,Census subdivision,43.2596,-81.1407,715,2008,1357.159959
City of Kawartha Lakes,ON,75423,Census subdivision,44.5337,-78.9006,716,2010,1493.7
Guysborough County,NS,7625,Census division,44.878,-59.8066,716,2012,1310.8
Napanee,ON,7439,Census subdivision,44.2148,-76.9643,717,2008,1357.159959
Orangeville,ON,28900,Census subdivision,43.92,-80.0943,717,2009,1450
Saugeen Shores,ON,13715,Census subdivision,44.4225,-81.4035,717,2008,1357.159959
Grenville County (Edwardsburgh/Cardinal),ON,7093,Census subdivision,44.8447,-75.5073,718,2013,1200.9
Montmagny Region,QC,22698,Census division,46.9801,-70.5566,718,2012,1310.8
Niagara Region (St. Catharines),ON,406074,CMA,43.0582,-79.2902,718,2013,1200.9
City of Kawartha Lakes,ON,75423,Census subdivision,44.5337,-78.9006,719,2012,1310.8
Lévis,QC,143414,Census subdivision,46.7382,-71.2465,719,2010,1493.7
Mississippi Mills,ON,13163,,45.2314,-76.1938,719,2011,1346.6
Morris,MB,1885,Census subdivision,49.3545,-97.3647,719,2012,1310.8
Port Coquitlam,BC,123576,Federal electoral district,49.2628,-122.7811,719,2012,1310.8
Charlottetown,PEI,36094,Census subdivision,46.2382,-63.1311,720,2015,1113.9
Clarenville,NL,6291,Census subdivision,48.1682,-53.9646,720,2014,1088.4
East Interlake,MB,91743,Economic region,50.833333,-97.66667,720,2008,1357.159959
South Bruce (Kincardine),ON,11389,Census subdivision,44.023,-81.2078,720,2014,1088.4
Calgary,AB,1239220,Census subdivision,51.0486,-114.0708,721,2015,1113.9
Granit Region,QC,21462,Census division,45.5955,-70.9075,721,2008,1357.159959
Haldimand County,ON,45608,Census subdivision,42.9277,-79.8762,721,2008,1357.159959
Barrie,ON,141434,Census subdivision,44.3894,-79.6903,722,2013,1200.9
Basques Region,QC,8694,Census division,48.1,-69.06667,722,2011,1346.6
Exeter (South Huron),ON,10096,Census subdivision,43.3473,-81.4806,722,2013,1200.9
Napanee,ON,7439,Census subdivision,44.2148,-76.9643,722,2009,1450
Napanee (Loyalist),ON,16971,Census subdivision,44.277,-76.7183,722,2011,1346.6
Quinte West,ON,43577,Census subdivision,44.179,-77.5861,722,2014,1088.4
Rogersville,NB,1166,Census subdivision,46.7329,-65.4272,722,2014,1088.4
Killam,AB,989,Census subdivision,52.7911,-111.8606,723,2008,1357.159959
Mekinac Region,QC,12358,Census division,46.816667,-72.51667,723,2009,1450
Guelph,ON,131794,Census subdivision,43.5448,-80.2482,724,2008,1357.159959
Meteghan (Clare),NS,8018,Census subdivision,44.1875,-66.1623,724,2015,1113.9
Sherbrooke,QC,161323,,45.401,-71.8824,724,2012,1310.8
Tofield,AB,2081,Census subdivision,53.3714,-112.6632,724,2014,1088.4
Alberton,PEI,1145,Census subdivision,46.8131,-64.0648,725,2013,1200.9
Brome-Missisquoi Region,QC,58314,Census division,45.1232,-72.7611,725,2010,1493.7
Killam,AB,989,Census subdivision,52.7911,-111.8606,725,2014,1088.4
Oakbank,MB,,,49.9391,-96.8426,725,2010,1493.7
Sherbrooke,QC,161323,,45.401,-71.8824,725,2014,1088.4
St. Thomas,ON,38909,Census subdivision,42.7777,-81.1827,725,2011,1346.6
Bonavista,NL,3448,Census subdivision,48.6533,-53.1118,726,2014,1088.4
Coaldale,AB,8215,Census subdivision,49.7275,-112.6179,726,2009,1450
Haldimand County,ON,45608,Census subdivision,42.9277,-79.8762,726,2010,1493.7
Mitis Region,QC,18210,Census subdivision,48.6536,-68.1375,726,2013,1200.9
Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,726,2012,1310.8
Stratford,ON,31465,Census subdivision,43.37,-80.9822,726,2013,1200.9
Exeter (South Huron),ON,10096,Census subdivision,43.3473,-81.4806,727,2011,1346.6
Northumberland (Brighton),ON,5861,Census subdivision,44.0423,-77.7369,727,2010,1493.7
Cochrane,AB,65589,Census subdivision,51.191,-114.4679,728,2008,1357.159959
Norfolk County,ON,64044,Census subdivision,42.7967,-80.4136,728,2013,1200.9
West Grey,ON,12518,Census subdivision,44.2214,-80.8544,728,2015,1113.9
Athabaska Region,QC,,,45.9394,-72.0236,729,2010,1493.7
Becancour Region,QC,20404,Census division,46.3506,-72.4351,730,2015,1113.9
Chase,BC,2286,Census subdivision,50.8188,-119.6845,730,2014,1088.4
Trois-Rivieres,QC,134413,Census subdivision,46.3547,-72.5838,730,2008,1357.159959
Grey County (Georgian Bluffs),ON,10479,Census subdivision,44.684,-81.0198,731,2009,1450
Rimouski-Neigette Region,QC,56650,Census division,48.4071,-68.59,731,2014,1088.4
St. Thomas,ON,38909,Census subdivision,42.7777,-81.1827,731,2013,1200.9
Montmagny Region,QC,22698,Census division,46.9801,-70.5566,732,2014,1088.4
Sidney,BC,11672,Census subdivision,48.6502,-123.399,732,2011,1346.6
Sturgeon Falls,ON,,,46.3666,-79.9313,732,2008,1357.159959
Blue Hills,MB,,,49.7538,-99.871,733,2009,1450
Canora,SK,2024,Census subdivision,51.6339,-102.437,733,2010,1493.7
Delta,BC,102238,Census subdivision,49.0952,-123.0265,733,2010,1493.7
Esterhazy,SK,2502,Census subdivision,50.6569,-102.0758,733,2008,1357.159959
Mirabel,QC,50513,Census subdivision,45.6519,-74.0902,733,2015,1113.9
Strathcona,AB,98044,Census subdivision,53.522,-113.4916,733,2014,1088.4
Basques Region,QC,8694,Census division,48.1,-69.06667,734,2010,1493.7
Coquitlam,BC,139284,Census subdivision,49.2838,-122.7932,734,2009,1450
Grand Bay Westfield,NB,4964,Census subdivision,45.3615,-66.2417,734,2015,1113.9
Lumsden,SK,1824,,50.6463,-104.8676,734,2015,1113.9
Norfolk County,ON,64044,Census subdivision,42.7967,-80.4136,734,2014,1088.4
Placentia-Whitbourne District,NL,,,47.4184,-53.5327,734,2009,1450
Strathcona,AB,98044,Census subdivision,53.522,-113.4916,734,2013,1200.9
West Kelowna,BC,32655,Census subdivision,49.8636,-119.5645,734,2013,1200.9
Blainville,QC,56863,Census subdivision,45.6689,-73.8729,735,2009,1450
Mount Forest (Southgate),ON,7354,Census subdivision,43.9811,-80.7359,735,2012,1310.8
Norfolk County,ON,64044,Census subdivision,42.7967,-80.4136,735,2015,1113.9
Salmon Arm,BC,17706,Census subdivision,50.7001,-119.2838,735,2014,1088.4
Wiarton (South Bruce Peninsula),ON,,,44.742,-81.1408,735,2013,1200.9
Temiscouata Region,QC,19574,Census division,47.683333,-68.88333,737,2012,1310.8
Becancour Region,QC,20404,Census division,46.3506,-72.4351,738,2008,1357.159959
Calgary,AB,1239220,Census subdivision,51.0486,-114.0708,738,2011,1346.6
Clarenville-Bonavista District,NL,9739,Census subdivision,48.1464,-53.9628,739,2011,1346.6
Rideau Lakes (Westport),ON,10326,Census subdivision,44.6582,-76.2796,739,2008,1357.159959
Calgary,AB,1239220,Census subdivision,51.0486,-114.0708,740,2008,1357.159959
Cranbrook,BC,20047,Census subdivision,49.513,-115.7694,740,2014,1088.4
Didsbury,AB,5268,Census subdivision,51.6608,-114.1365,740,2011,1346.6
Haut-Saint-François Region,QC,22335,Census division,45.5241,-71.4053,740,2014,1088.4
Mekinac Region,QC,12358,Census division,46.816667,-72.51667,740,2012,1310.8
Shelburne,ON,8126,Census subdivision,44.0791,-80.2012,740,2014,1088.4
Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,740,2011,1346.6
West Grey,ON,12518,Census subdivision,44.2214,-80.8544,740,2010,1493.7
Burnaby,BC,232755,Census subdivision,49.2488,-122.9805,741,2012,1310.8
Orangeville,ON,28900,Census subdivision,43.92,-80.0943,741,2012,1310.8
Trois-Rivieres,QC,134413,Census subdivision,46.3547,-72.5838,741,2011,1346.6
Haliburton Highlands,ON,18062,Census division,45.0467,-78.5085,742,2014,1088.4
Kent,BC,6067,Census subdivision,49.2516,-121.8553,742,2012,1310.8
Napanee,ON,7439,Census subdivision,44.2148,-76.9643,742,2010,1493.7
Warman,SK,11020,Census subdivision,52.3184,-106.5751,742,2013,1200.9
Basques Region,QC,8694,Census division,48.1,-69.06667,743,2014,1088.4
Coquitlam,BC,139284,Census subdivision,49.2838,-122.7932,743,2008,1357.159959
Harbour Grace,NL,2995,Census subdivision,47.6951,-53.2116,743,2014,1088.4
Oxford (Tillsonburg),ON,15872,Census subdivision,42.8659,-80.7333,743,2013,1200.9
Beauce-Sartigan Region,QC,52406,Census division,46.0551,-70.2328,744,2015,1113.9
Huron/Wingham,ON,59297,,43.8879,-81.3117,744,2012,1310.8
Laval,QC,589400,Census subdivision,45.6066,-73.7124,744,2008,1357.159959
Magog,QC,26669,Census subdivision,45.2665,-72.148,744,2009,1450
Val-Saint-Francois Region,QC,30686,Census division,45.5258,-72.125,744,2010,1493.7
Northumberland (Brighton),ON,5861,Census subdivision,44.0423,-77.7369,745,2008,1357.159959
Markdale (Grey Highlands),ON,9804,Census subdivision,44.3187,-80.6479,746,2010,1493.7
Montmagny Region,QC,22698,Census division,46.9801,-70.5566,746,2008,1357.159959
Northumberland (Trent Hills),ON,12900,Census subdivision,44.3082,-77.7963,746,2011,1346.6
Quinte West,ON,43577,Census subdivision,44.179,-77.5861,746,2010,1493.7
T'Kumlups,BC,,,50.680275,-120.29456,746,2013,1200.9
Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio),ON,66300,Census subdivision,44.133333,-79.93333,747,2013,1200.9
Canmore,AB,13992,Census subdivision,51.0892,-115.3597,748,2011,1346.6
Lacombe,AB,13057,Census subdivision,48.474,-71.7488,748,2010,1493.7
Orangeville,ON,28900,Census subdivision,43.92,-80.0943,748,2013,1200.9
Revelstoke,BC,7547,Census subdivision,50.9981,-118.1957,748,2014,1088.4
Abbotsford,BC,141397,Census subdivision,49.0504,-122.3045,749,2012,1310.8
Granit Region,QC,21462,Census division,45.5955,-70.9075,749,2015,1113.9
Haute-Yamaska Region,QC,88306,Census division,45.4478,-72.6128,749,2008,1357.159959
Kamouraska Region,QC,616,Census subdivision,47.5661,-69.866,750,2012,1310.8
Lac du Bonnet,MB,1081,Census subdivision,45.452,-73.9952,750,2009,1450
Montague,PEI,1961,Census subdivision,46.1651,-62.648,750,2013,1200.9
Sooke,BC,13001,Census subdivision,48.374,-123.7356,750,2013,1200.9
